Domanda,Testo,Stralcio,Repertorio
,"Generalmente i bambini con ADHD, fin dalla tenera età, non sono ben integrati con i coetanei, che tendono a rifiutare la loro compagnia, e vengono visti in maniera negativa dagli adulti che cercano di controllarne il comportamento inappropriato. 
Rispetto ai coetanei, i soggetti con ADHD presentano disturbi dell'apprendimento, solitamente a scuola prendono voti più bassi e hanno maggior frequenza di insuccessi accademici. Questi insuccessi sono attribuibili ai deficit cognitivi di elaborazione dell'informazione, alla scarsa motivazione o alla comorbilità con i disturbi dell'apprendimento. I fallimenti accademici comportano demoralizzazione, indebolimento dell'autostima, ansia e depressione e favoriscono il precoce abbandono della scuola, l'avvicinamento a gruppi delinquenziali e l'attuazione di comportamenti anormali quali l'abuso di sostanze.","Generalmente i bambini con ADHD, fin dalla tenera età, non sono ben integrati con i coetanei, che tendono a rifiutare la loro compagnia, e vengono visti in maniera negativa dagli adulti che cercano di controllarne il comportamento inappropriato. 
",SANCIRE 
,,"Rispetto ai coetanei, i soggetti con ADHD presentano disturbi dell'apprendimento, solitamente a scuola prendono voti più bassi e hanno maggior frequenza di insuccessi accademici.",SANCIRE 
,,"Questi insuccessi sono attribuibili ai deficit cognitivi di elaborazione dell'informazione, alla scarsa motivazione o alla comorbilità con i disturbi dell'apprendimento. ",CAUSA
,,"I fallimenti accademici comportano demoralizzazione, indebolimento dell'autostima, ansia e depressione e favoriscono il precoce abbandono della scuola, l'avvicinamento a gruppi delinquenziali e l'attuazione di comportamenti anormali quali l'abuso di sostanze.",CAUSA
Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?,"Spesso l'insegnante si trova a dover affrontare un alunno/a con particolari carenze di attenzione. In questo caso sarà opportuno:
• Tenere il banco lontano da fonti di distrazione (finestre/porte) e vicino alla cattedra.
• Prevedere una ""zona privilegiata"" (zona della concentrazione) in cui ci si possa
isolare per svolgere un compito importante.
* Facilitare il compito del bambino perché possa davvero svolgerlo e tenere
quindi alta la sua motivazione intrinseca (la sensazione e il piacere di riuscire
e il senso di sfida).
* Può essere utile dividere il compito in parti da consegnare al bambino
separatamente, quindi fornire piccoli suggerimenti intermedi.
* Pianificare il lavoro insieme al bambino: prima faccio questo esercizio,
dopo sottolineo, poi coloro...
* È importante segnalare chiaramente al bambino che si è soddisfatti del
suo lavoro, anche se parziale, ed indicargli il punto in cui deve considerarlo
terminato.
• Se il problema è la lentezza nell'esecuzione, può essergli concesso più tempo
per alcuni compiti scritti.
* Affiancare un compagno con funzione di tutor.
* Predisporre compiti/spiegazioni ispirati alla varietà,
alla novità.","Spesso l'insegnante si trova a dover affrontare un alunno/a con particolari carenze di attenzione. In questo caso sarà opportuno:
• Tenere il banco lontano da fonti di distrazione (finestre/porte) e vicino alla cattedra.
• Prevedere una ""zona privilegiata"" (zona della concentrazione) in cui ci si possa isolare per svolgere un compito importante.
* Facilitare il compito del bambino perché possa davvero svolgerlo e tenere quindi alta la sua motivazione intrinseca (la sensazione e il piacere di riuscire e il senso di sfida).
* Può essere utile dividere il compito in parti da consegnare al bambino separatamente, quindi fornire piccoli suggerimenti intermedi.
* Pianificare il lavoro insieme al bambino: prima faccio questo esercizio, dopo sottolineo, poi coloro...
* È importante segnalare chiaramente al bambino che si è soddisfatti del suo lavoro, anche se parziale, ed indicargli il punto in cui deve considerarlo
terminato.
",RIFERIMENTO OBIETTIVO 
,,"• Se il problema è la lentezza nell'esecuzione, può essergli concesso più tempo
per alcuni compiti scritti.
* Affiancare un compagno con funzione di tutor.
* Predisporre compiti/spiegazioni ispirati alla varietà, alla novità.",PROPOSTA
,"Non è raro che l'insegnante si trovi a dover affrontare alunni con comportamenti problematici, ad esempio una forte impulsività nel gioco e nella discussione, una frequente oppositività alle regole o altri atteggiamenti di provocazione, In questi casi può essere opportuno:
* Osservare il comportamento del bambino con metodo, quindi concordare con lui un semplice programma di ""allenamento"": ""stare fermo per mezz'ora, terminare un compito, alzare la mano prima di parlare"".
* Rinforzare sistematicamente e coerentemente i comportamenti corretti, mediante l'uso di semplici ""rinforzatori"" verbali o materiali: un adesivo sul diario, una breve ""nota positiva"" ai genitori, una caramella, uno smile, .
• Intervenire autorevolmente sui comportamenti scorretti, evitando il più possibile l'improvvisazione, l'incoerenza, l'impulsivita; il bambino deve sapere esattamente cosa lo aspetta se trasgredisce una regola; l'eventuale rimprovero dovrà essere sempre centrato sul comportamento, mai sul bambino.
• Sensibilizzare i compagni a non ""rinforzare"" i comportamenti disturbanti del bambino che cerca la loro attenzione.
* Proporre una proficua competizione tra gruppi di bambini, basata sul raggiungimento di comportamenti positivi.
• Fornire un sistema basato su poche ma importanti regole condivise, formulate con brevità e chiarezza, possibilmente un comando solo alla volta, magari sostenute da giochi accattivanti sulla base della tecnica del ""costo della risposta"" (cioè un premio, a rinforzo positivo del comportamento eseguito).
• Dare al bambino segnali di stima, quando lo si vede preoccupato, agitato per
qualcosa che deve fare.
* Esprimere giudizi positivi su di lui in forma verbale esplicita e chiara, di fronte alla
classe riconoscendo i suoi successi, le sue capacità, senza paragoni con i successi degli altri. È importante che l'insegnante instauri sin dall'inizio dell'anno scolastico un clima sereno caratterizzato dal dialogo e dalla disponibilità, per favorire consenso e collaborazione da parte de genitori di tutti i bambini con problematiche che fanno pensare all'ADHD. Per ottenere questo occorre chiarire e condividere le linee fondamentali della azione educativa della scuola e quindi spiegare:
* L'importanza di una forte collaborazione e fiducia reciproca fra insegnanti e genitori, allo scopo di evitare deleghe o colpevolizzazioni reciproche.
* Le regole per vivere nella comunità-scuola.
• La funzione dei compiti a casa, spiegando quanto e quale aiuto ci si aspetta
che diano i genitori.
* L'attenzione che sarà rivolta alle eventuali difficoltà emozionali, comportamentali
e di apprendimento del bambino, e quale collaborazione ci si aspetta dai genitori.","Non è raro che l'insegnante si trovi a dover affrontare alunni con comportamenti problematici, In questi casi può essere opportuno:
* Osservare il comportamento del bambino con metodo, quindi concordare con lui un semplice programma di ""allenamento"": ""stare fermo per mezz'ora, terminare un compito, alzare la mano prima di parlare"".
* Rinforzare sistematicamente e coerentemente i comportamenti corretti, mediante l'uso di semplici ""rinforzatori"" verbali o materiali: un adesivo sul diario, una breve ""nota positiva"" ai genitori, una caramella, uno smile, .
• Intervenire autorevolmente sui comportamenti scorretti, evitando il più possibile l'improvvisazione, l'incoerenza, l'impulsivita; 
• Sensibilizzare i compagni a non ""rinforzare"" i comportamenti disturbanti del bambino che cerca la loro attenzione.
* Proporre una proficua competizione tra gruppi di bambini, basata sul raggiungimento di comportamenti positivi.
• Fornire un sistema basato su poche ma importanti regole condivise, formulate con brevità e chiarezza, possibilmente un comando solo alla volta, magari sostenute da giochi accattivanti sulla base della tecnica del ""costo della risposta"" (cioè un premio, a rinforzo positivo del comportamento eseguito).
• Dare al bambino segnali di stima, quando lo si vede preoccupato, agitato per
qualcosa che deve fare.
* Esprimere giudizi positivi su di lui in forma verbale esplicita e chiara, di fronte alla
classe riconoscendo i suoi successi, le sue capacità, senza paragoni con i successi degli altri.",PROPOSTA
,," ad esempio una forte impulsività nel gioco e nella discussione, una frequente oppositività alle regole o altri atteggiamenti di provocazione",SPECIFICAZIONE 
,,"il bambino deve sapere esattamente cosa lo aspetta se trasgredisce una regola; l'eventuale rimprovero dovrà essere sempre centrato sul comportamento, mai sul bambino.",PRESCRIZIONE
,,"È importante che l'insegnante instauri sin dall'inizio dell'anno scolastico un clima sereno caratterizzato dal dialogo e dalla disponibilità, per favorire consenso e collaborazione da parte de genitori di tutti i bambini con problematiche che fanno pensare all'ADHD. Per ottenere questo occorre chiarire e condividere le linee fondamentali della azione educativa della scuola e quindi spiegare:
* L'importanza di una forte collaborazione e fiducia reciproca fra insegnanti e genitori, allo scopo di evitare deleghe o colpevolizzazioni reciproche.
* Le regole per vivere nella comunità-scuola.
• La funzione dei compiti a casa, spiegando quanto e quale aiuto ci si aspetta
che diano i genitori.
* L'attenzione che sarà rivolta alle eventuali difficoltà emozionali, comportamentali
e di apprendimento del bambino, e quale collaborazione ci si aspetta dai genitori.",RIFERIMENTO OBIETTIVO 
